date,product_id,category,brand,region,channel,season,base_price,current_price,price_change_pct,discount_pct,promotion_type,units_sold,revenue,inventory_level,stockout_flag,demand_index
2026-03-21,P1528,Home,Ikea,CA,app,Spring,154.25,138.83,-10.0,10,Member Offer,13,1804.79,335,0,116.07
2026-03-22,P1528,Home,Ikea,CA,app,Spring,154.25,100.26,-35.0,35,Buy One Get One,17,1704.42,231,0,151.79
2026-03-23,P1528,Home,Ikea,CA,app,Spring,154.25,154.25,0.0,0,None,11,1696.75,356,0,98.21
2026-03-24,P1528,Home,Ikea,CA,app,Spring,154.25,107.97,-30.0,30,Clearance,15,1619.55,175,0,133.93
2026-03-25,P1528,Home,Ikea,CA,mobile,Spring,154.25,154.25,0.0,0,None,10,1542.5,220,0,89.29
2026-03-26,P1528,Home,Ikea,CA,mobile,Spring,154.25,123.4,-20.0,20,Flash Sale,13,1604.2,277,0,116.07
2026-03-27,P1528,Home,Ikea,CA,web,Spring,154.25,154.25,0.0,0,None,9,1388.25,155,0,80.36
2026-03-28,P1528,Home,Ikea,CA,app,Spring,154.25,92.55,-40.0,40,Flash Sale,13,1203.15,217,0,116.07
2026-03-29,P1528,Home,Ikea,CA,web,Spring,154.25,154.25,0.0,0,None,9,1388.25,124,0,80.36
2026-03-30,P1528,Home,Ikea,CA,mobile,Spring,154.25,154.25,0.0,0,None,17,2622.25,298,0,151.79
2026-03-31,P1528,Home,Ikea,CA,app,Spring,154.25,154.25,0.0,0,None,9,1388.25,321,0,80.36
2026-01-01,P1529,Home,Ikea,CA,app,Winter,374.37,262.06,-30.0,30,Percentage Discount,3,786.18,220,0,150.0
2026-01-02,P1529,Home,Ikea,CA,web,Winter,374.37,262.06,-30.0,30,Percentage Discount,2,524.12,84,0,100.0
2026-01-03,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,2,748.74,295,0,100.0
2026-01-04,P1529,Home,Ikea,CA,mobile,Winter,374.37,299.5,-20.0,20,Percentage Discount,2,599.0,278,0,100.0
2026-01-05,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,251,0,100.0
2026-01-06,P1529,Home,Ikea,CA,app,Winter,374.37,374.37,0.0,0,None,2,748.74,282,0,100.0
2026-01-07,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,1,374.37,329,0,50.0
2026-01-08,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,1,374.37,313,0,50.0
2026-01-09,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,3,1123.11,204,0,150.0
2026-01-10,P1529,Home,Ikea,CA,app,Winter,374.37,262.06,-30.0,30,Flash Sale,2,524.12,322,0,100.0
2026-01-11,P1529,Home,Ikea,CA,app,Winter,374.37,336.93,-10.0,10,Percentage Discount,3,1010.79,123,0,150.0
2026-01-12,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,2,748.74,242,0,100.0
2026-01-13,P1529,Home,Ikea,CA,web,Winter,374.37,280.78,-25.0,25,Percentage Discount,1,280.78,396,0,50.0
2026-01-14,P1529,Home,Ikea,CA,web,Winter,374.37,280.78,-25.0,25,Percentage Discount,2,561.56,185,0,100.0
2026-01-15,P1529,Home,Ikea,CA,mobile,Winter,374.37,187.19,-50.0,50,Clearance,3,561.57,301,0,150.0
2026-01-16,P1529,Home,Ikea,CA,app,Winter,374.37,374.37,0.0,0,None,2,748.74,312,0,100.0
2026-01-17,P1529,Home,Ikea,CA,app,Winter,374.37,374.37,0.0,0,None,2,748.74,286,0,100.0
2026-01-18,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,1,374.37,248,0,50.0
2026-01-19,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,2,748.74,195,0,100.0
2026-01-20,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,2,748.74,323,0,100.0
2026-01-21,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,2,748.74,425,0,100.0
2026-01-22,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,1,374.37,254,0,50.0
2026-01-23,P1529,Home,Ikea,CA,app,Winter,374.37,299.5,-20.0,20,Flash Sale,2,599.0,275,0,100.0
2026-01-24,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,1,374.37,335,0,50.0
2026-01-25,P1529,Home,Ikea,CA,mobile,Winter,374.37,243.34,-35.0,35,Buy One Get One,3,730.02,162,0,150.0
2026-01-26,P1529,Home,Ikea,CA,app,Winter,374.37,355.65,-5.0,5,Member Offer,3,1066.95,249,0,150.0
2026-01-27,P1529,Home,Ikea,CA,app,Winter,374.37,336.93,-10.0,10,Percentage Discount,2,673.86,403,0,100.0
2026-01-28,P1529,Home,Ikea,CA,app,Winter,374.37,262.06,-30.0,30,Flash Sale,3,786.18,172,0,150.0
2026-01-29,P1529,Home,Ikea,CA,app,Winter,374.37,374.37,0.0,0,None,2,748.74,269,0,100.0
2026-01-30,P1529,Home,Ikea,CA,mobile,Winter,374.37,262.06,-30.0,30,Percentage Discount,2,524.12,180,0,100.0
2026-01-31,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,438,0,100.0
2026-02-01,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,451,0,100.0
2026-02-02,P1529,Home,Ikea,CA,web,Winter,374.37,243.34,-35.0,35,Buy One Get One,3,730.02,302,0,150.0
2026-02-03,P1529,Home,Ikea,CA,app,Winter,374.37,374.37,0.0,0,None,2,748.74,293,0,100.0
2026-02-04,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,334,0,100.0
2026-02-05,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,1,374.37,176,0,50.0
2026-02-06,P1529,Home,Ikea,CA,mobile,Winter,374.37,280.78,-25.0,25,Percentage Discount,2,561.56,199,0,100.0
2026-02-07,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,220,0,100.0
2026-02-08,P1529,Home,Ikea,CA,app,Winter,374.37,374.37,0.0,0,None,2,748.74,342,0,100.0
2026-02-09,P1529,Home,Ikea,CA,web,Winter,374.37,280.78,-25.0,25,Percentage Discount,2,561.56,341,0,100.0
2026-02-10,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,257,0,100.0
2026-02-11,P1529,Home,Ikea,CA,app,Winter,374.37,374.37,0.0,0,None,2,748.74,208,0,100.0
2026-02-12,P1529,Home,Ikea,CA,web,Winter,374.37,243.34,-35.0,35,Buy One Get One,3,730.02,373,0,150.0
2026-02-13,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,243,0,100.0
2026-02-14,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,3,1123.11,222,0,150.0
2026-02-15,P1529,Home,Ikea,CA,mobile,Winter,374.37,280.78,-25.0,25,Percentage Discount,3,842.34,391,0,150.0
2026-02-16,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,1,374.37,262,0,50.0
2026-02-17,P1529,Home,Ikea,CA,app,Winter,374.37,299.5,-20.0,20,Percentage Discount,3,898.5,410,0,150.0
2026-02-18,P1529,Home,Ikea,CA,app,Winter,374.37,374.37,0.0,0,None,2,748.74,306,0,100.0
2026-02-19,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,1,374.37,270,0,50.0
2026-02-20,P1529,Home,Ikea,CA,web,Winter,374.37,280.78,-25.0,25,Percentage Discount,2,561.56,178,0,100.0
2026-02-21,P1529,Home,Ikea,CA,mobile,Winter,374.37,243.34,-35.0,35,Buy One Get One,3,730.02,276,0,150.0
2026-02-22,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,1,374.37,378,0,50.0
2026-02-23,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,346,0,100.0
2026-02-24,P1529,Home,Ikea,CA,web,Winter,374.37,299.5,-20.0,20,Percentage Discount,2,599.0,209,0,100.0
2026-02-25,P1529,Home,Ikea,CA,app,Winter,374.37,374.37,0.0,0,None,1,374.37,350,0,50.0
2026-02-26,P1529,Home,Ikea,CA,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,362,0,100.0
2026-02-27,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,2,748.74,166,0,100.0
2026-02-28,P1529,Home,Ikea,CA,web,Winter,374.37,374.37,0.0,0,None,2,748.74,395,0,100.0
2026-03-01,P1529,Home,Ikea,CA,web,Spring,374.37,374.37,0.0,0,None,1,374.37,299,0,50.0
2026-03-02,P1529,Home,Ikea,CA,mobile,Spring,374.37,374.37,0.0,0,None,1,374.37,277,0,50.0
2026-03-03,P1529,Home,Ikea,CA,app,Spring,374.37,374.37,0.0,0,None,2,748.74,185,0,100.0
2026-03-04,P1529,Home,Ikea,CA,mobile,Spring,374.37,374.37,0.0,0,None,1,374.37,310,0,50.0
2026-03-05,P1529,Home,Ikea,CA,app,Spring,374.37,374.37,0.0,0,None,1,374.37,364,0,50.0
2026-03-06,P1529,Home,Ikea,CA,web,Spring,374.37,262.06,-30.0,30,Clearance,1,262.06,221,0,50.0
2026-03-07,P1529,Home,Ikea,CA,web,Spring,374.37,374.37,0.0,0,None,1,374.37,216,0,50.0
2026-03-08,P1529,Home,Ikea,CA,web,Spring,374.37,374.37,0.0,0,None,1,374.37,251,0,50.0
2026-03-09,P1529,Home,Ikea,CA,mobile,Spring,374.37,374.37,0.0,0,None,1,374.37,301,0,50.0
2026-03-10,P1529,Home,Ikea,CA,app,Spring,374.37,374.37,0.0,0,None,3,1123.11,447,0,150.0
2026-03-11,P1529,Home,Ikea,CA,app,Spring,374.37,243.34,-35.0,35,Buy One Get One,2,486.68,258,0,100.0
2026-03-12,P1529,Home,Ikea,CA,web,Spring,374.37,336.93,-10.0,10,Percentage Discount,3,1010.79,359,0,150.0
2026-03-13,P1529,Home,Ikea,CA,app,Spring,374.37,355.65,-5.0,5,Member Offer,2,711.3,377,0,100.0
2026-03-14,P1529,Home,Ikea,CA,app,Spring,374.37,374.37,0.0,0,None,1,374.37,309,0,50.0
2026-03-15,P1529,Home,Ikea,CA,web,Spring,374.37,336.93,-10.0,10,Member Offer,2,673.86,288,0,100.0
2026-03-16,P1529,Home,Ikea,CA,web,Spring,374.37,299.5,-20.0,20,Flash Sale,2,599.0,254,0,100.0
2026-03-17,P1529,Home,Ikea,CA,app,Spring,374.37,243.34,-35.0,35,Buy One Get One,3,730.02,350,0,150.0
2026-03-18,P1529,Home,Ikea,CA,web,Spring,374.37,374.37,0.0,0,None,2,748.74,378,0,100.0
2026-03-19,P1529,Home,Ikea,CA,web,Spring,374.37,374.37,0.0,0,None,1,374.37,124,0,50.0
2026-03-20,P1529,Home,Ikea,CA,app,Spring,374.37,374.37,0.0,0,None,2,748.74,260,0,100.0
2026-03-21,P1529,Home,Ikea,CA,app,Spring,374.37,374.37,0.0,0,None,1,374.37,130,0,50.0
2026-03-22,P1529,Home,Ikea,CA,mobile,Spring,374.37,374.37,0.0,0,None,1,374.37,242,0,50.0
2026-03-23,P1529,Home,Ikea,CA,web,Spring,374.37,374.37,0.0,0,None,2,748.74,394,0,100.0
2026-03-24,P1529,Home,Ikea,CA,app,Spring,374.37,243.34,-35.0,35,Buy One Get One,3,730.02,241,0,150.0
2026-03-25,P1529,Home,Ikea,CA,app,Spring,374.37,374.37,0.0,0,None,2,748.74,372,0,100.0
2026-03-26,P1529,Home,Ikea,CA,app,Spring,374.37,374.37,0.0,0,None,2,748.74,352,0,100.0
2026-03-27,P1529,Home,Ikea,CA,web,Spring,374.37,262.06,-30.0,30,Flash Sale,3,786.18,308,0,150.0
2026-03-28,P1529,Home,Ikea,CA,web,Spring,374.37,374.37,0.0,0,None,2,748.74,333,0,100.0
2026-03-29,P1529,Home,Ikea,CA,app,Spring,374.37,374.37,0.0,0,None,2,748.74,134,0,100.0
2026-03-30,P1529,Home,Ikea,CA,web,Spring,374.37,262.06,-30.0,30,Flash Sale,2,524.12,414,0,100.0
2026-03-31,P1529,Home,Ikea,CA,web,Spring,374.37,374.37,0.0,0,None,2,748.74,351,0,100.0
2026-01-01,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,356,0,100.0
2026-01-02,P1529,Home,Ikea,DE,app,Winter,374.37,243.34,-35.0,35,Buy One Get One,2,486.68,297,0,100.0
2026-01-03,P1529,Home,Ikea,DE,mobile,Winter,374.37,280.78,-25.0,25,Percentage Discount,3,842.34,243,0,150.0
2026-01-04,P1529,Home,Ikea,DE,app,Winter,374.37,374.37,0.0,0,None,2,748.74,250,0,100.0
2026-01-05,P1529,Home,Ikea,DE,web,Winter,374.37,336.93,-10.0,10,Percentage Discount,1,336.93,113,0,50.0
2026-01-06,P1529,Home,Ikea,DE,web,Winter,374.37,299.5,-20.0,20,Flash Sale,2,599.0,273,0,100.0
2026-01-07,P1529,Home,Ikea,DE,app,Winter,374.37,374.37,0.0,0,None,3,1123.11,258,0,150.0
2026-01-08,P1529,Home,Ikea,DE,web,Winter,374.37,374.37,0.0,0,None,1,374.37,277,0,50.0
2026-01-09,P1529,Home,Ikea,DE,web,Winter,374.37,374.37,0.0,0,None,2,748.74,390,0,100.0
2026-01-10,P1529,Home,Ikea,DE,app,Winter,374.37,336.93,-10.0,10,Member Offer,2,673.86,280,0,100.0
2026-01-11,P1529,Home,Ikea,DE,web,Winter,374.37,374.37,0.0,0,None,1,374.37,293,0,50.0
2026-01-12,P1529,Home,Ikea,DE,web,Winter,374.37,299.5,-20.0,20,Percentage Discount,3,898.5,289,0,150.0
2026-01-13,P1529,Home,Ikea,DE,web,Winter,374.37,318.21,-15.0,15,Percentage Discount,1,318.21,174,0,50.0
2026-01-14,P1529,Home,Ikea,DE,app,Winter,374.37,374.37,0.0,0,None,2,748.74,295,0,100.0
2026-01-15,P1529,Home,Ikea,DE,app,Winter,374.37,374.37,0.0,0,None,2,748.74,390,0,100.0
2026-01-16,P1529,Home,Ikea,DE,web,Winter,374.37,299.5,-20.0,20,Percentage Discount,1,299.5,316,0,50.0
2026-01-17,P1529,Home,Ikea,DE,app,Winter,374.37,243.34,-35.0,35,Buy One Get One,3,730.02,445,0,150.0
2026-01-18,P1529,Home,Ikea,DE,web,Winter,374.37,374.37,0.0,0,None,1,374.37,288,0,50.0
2026-01-19,P1529,Home,Ikea,DE,web,Winter,374.37,318.21,-15.0,15,Percentage Discount,2,636.42,235,0,100.0
2026-01-20,P1529,Home,Ikea,DE,web,Winter,374.37,374.37,0.0,0,None,2,748.74,351,0,100.0
2026-01-21,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,236,0,100.0
2026-01-22,P1529,Home,Ikea,DE,app,Winter,374.37,374.37,0.0,0,None,2,748.74,308,0,100.0
2026-01-23,P1529,Home,Ikea,DE,mobile,Winter,374.37,224.62,-40.0,40,Clearance,3,673.86,327,0,150.0
2026-01-24,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,223,0,100.0
2026-01-25,P1529,Home,Ikea,DE,web,Winter,374.37,374.37,0.0,0,None,2,748.74,226,0,100.0
2026-01-26,P1529,Home,Ikea,DE,web,Winter,374.37,299.5,-20.0,20,Percentage Discount,1,299.5,235,0,50.0
2026-01-27,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,1,374.37,290,0,50.0
2026-01-28,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,262,0,100.0
2026-01-29,P1529,Home,Ikea,DE,mobile,Winter,374.37,243.34,-35.0,35,Buy One Get One,1,243.34,306,0,50.0
2026-01-30,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,321,0,100.0
2026-01-31,P1529,Home,Ikea,DE,web,Winter,374.37,299.5,-20.0,20,Percentage Discount,1,299.5,390,0,50.0
2026-02-01,P1529,Home,Ikea,DE,mobile,Winter,374.37,262.06,-30.0,30,Clearance,3,786.18,336,0,150.0
2026-02-02,P1529,Home,Ikea,DE,app,Winter,374.37,374.37,0.0,0,None,2,748.74,1,1,100.0
2026-02-03,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,1,374.37,319,0,50.0
2026-02-04,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,1,374.37,225,0,50.0
2026-02-05,P1529,Home,Ikea,DE,web,Winter,374.37,374.37,0.0,0,None,1,374.37,349,0,50.0
2026-02-06,P1529,Home,Ikea,DE,app,Winter,374.37,336.93,-10.0,10,Percentage Discount,2,673.86,262,0,100.0
2026-02-07,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,187,0,100.0
2026-02-08,P1529,Home,Ikea,DE,web,Winter,374.37,374.37,0.0,0,None,2,748.74,267,0,100.0
2026-02-09,P1529,Home,Ikea,DE,app,Winter,374.37,374.37,0.0,0,None,2,748.74,141,0,100.0
2026-02-10,P1529,Home,Ikea,DE,web,Winter,374.37,374.37,0.0,0,None,2,748.74,203,0,100.0
2026-02-11,P1529,Home,Ikea,DE,app,Winter,374.37,336.93,-10.0,10,Member Offer,2,673.86,253,0,100.0
2026-02-12,P1529,Home,Ikea,DE,app,Winter,374.37,374.37,0.0,0,None,3,1123.11,188,0,150.0
2026-02-13,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,199,0,100.0
2026-02-14,P1529,Home,Ikea,DE,web,Winter,374.37,318.21,-15.0,15,Percentage Discount,2,636.42,336,0,100.0
2026-02-15,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,307,0,100.0
2026-02-16,P1529,Home,Ikea,DE,mobile,Winter,374.37,318.21,-15.0,15,Percentage Discount,2,636.42,312,0,100.0
2026-02-17,P1529,Home,Ikea,DE,web,Winter,374.37,336.93,-10.0,10,Percentage Discount,2,673.86,366,0,100.0
2026-02-18,P1529,Home,Ikea,DE,web,Winter,374.37,262.06,-30.0,30,Clearance,2,524.12,484,0,100.0
2026-02-19,P1529,Home,Ikea,DE,app,Winter,374.37,374.37,0.0,0,None,1,374.37,213,0,50.0
2026-02-20,P1529,Home,Ikea,DE,app,Winter,374.37,280.78,-25.0,25,Percentage Discount,2,561.56,219,0,100.0
2026-02-21,P1529,Home,Ikea,DE,mobile,Winter,374.37,243.34,-35.0,35,Buy One Get One,2,486.68,150,0,100.0
2026-02-22,P1529,Home,Ikea,DE,app,Winter,374.37,280.78,-25.0,25,Percentage Discount,4,1123.12,389,0,200.0
2026-02-23,P1529,Home,Ikea,DE,app,Winter,374.37,374.37,0.0,0,None,1,374.37,239,0,50.0
2026-02-24,P1529,Home,Ikea,DE,web,Winter,374.37,374.37,0.0,0,None,2,748.74,372,0,100.0
2026-02-25,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,1,374.37,268,0,50.0
2026-02-26,P1529,Home,Ikea,DE,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,264,0,100.0
2026-02-27,P1529,Home,Ikea,DE,web,Winter,374.37,374.37,0.0,0,None,2,748.74,161,0,100.0
2026-02-28,P1529,Home,Ikea,DE,web,Winter,374.37,374.37,0.0,0,None,1,374.37,332,0,50.0
2026-03-01,P1529,Home,Ikea,DE,mobile,Spring,374.37,318.21,-15.0,15,Percentage Discount,1,318.21,198,0,50.0
2026-03-02,P1529,Home,Ikea,DE,mobile,Spring,374.37,374.37,0.0,0,None,1,374.37,274,0,50.0
2026-03-03,P1529,Home,Ikea,DE,web,Spring,374.37,374.37,0.0,0,None,1,374.37,405,0,50.0
2026-03-04,P1529,Home,Ikea,DE,mobile,Spring,374.37,374.37,0.0,0,None,2,748.74,312,0,100.0
2026-03-05,P1529,Home,Ikea,DE,mobile,Spring,374.37,336.93,-10.0,10,Member Offer,2,673.86,364,0,100.0
2026-03-06,P1529,Home,Ikea,DE,app,Spring,374.37,318.21,-15.0,15,Percentage Discount,3,954.63,151,0,150.0
2026-03-07,P1529,Home,Ikea,DE,web,Spring,374.37,374.37,0.0,0,None,1,374.37,168,0,50.0
2026-03-08,P1529,Home,Ikea,DE,mobile,Spring,374.37,318.21,-15.0,15,Member Offer,3,954.63,268,0,150.0
2026-03-09,P1529,Home,Ikea,DE,web,Spring,374.37,374.37,0.0,0,None,1,374.37,292,0,50.0
2026-03-10,P1529,Home,Ikea,DE,app,Spring,374.37,374.37,0.0,0,None,2,748.74,276,0,100.0
2026-03-11,P1529,Home,Ikea,DE,app,Spring,374.37,374.37,0.0,0,None,2,748.74,400,0,100.0
2026-03-12,P1529,Home,Ikea,DE,app,Spring,374.37,224.62,-40.0,40,Clearance,3,673.86,181,0,150.0
2026-03-13,P1529,Home,Ikea,DE,web,Spring,374.37,336.93,-10.0,10,Percentage Discount,2,673.86,343,0,100.0
2026-03-14,P1529,Home,Ikea,DE,web,Spring,374.37,374.37,0.0,0,None,1,374.37,307,0,50.0
2026-03-15,P1529,Home,Ikea,DE,web,Spring,374.37,336.93,-10.0,10,Percentage Discount,2,673.86,393,0,100.0
2026-03-16,P1529,Home,Ikea,DE,web,Spring,374.37,262.06,-30.0,30,Flash Sale,2,524.12,325,0,100.0
2026-03-17,P1529,Home,Ikea,DE,mobile,Spring,374.37,318.21,-15.0,15,Percentage Discount,2,636.42,342,0,100.0
2026-03-18,P1529,Home,Ikea,DE,web,Spring,374.37,374.37,0.0,0,None,1,374.37,301,0,50.0
2026-03-19,P1529,Home,Ikea,DE,web,Spring,374.37,374.37,0.0,0,None,2,748.74,372,0,100.0
2026-03-20,P1529,Home,Ikea,DE,web,Spring,374.37,374.37,0.0,0,None,2,748.74,170,0,100.0
2026-03-21,P1529,Home,Ikea,DE,app,Spring,374.37,318.21,-15.0,15,Member Offer,3,954.63,341,0,150.0
2026-03-22,P1529,Home,Ikea,DE,app,Spring,374.37,299.5,-20.0,20,Flash Sale,2,599.0,250,0,100.0
2026-03-23,P1529,Home,Ikea,DE,app,Spring,374.37,336.93,-10.0,10,Percentage Discount,1,336.93,328,0,50.0
2026-03-24,P1529,Home,Ikea,DE,web,Spring,374.37,374.37,0.0,0,None,2,748.74,399,0,100.0
2026-03-25,P1529,Home,Ikea,DE,app,Spring,374.37,243.34,-35.0,35,Buy One Get One,2,486.68,261,0,100.0
2026-03-26,P1529,Home,Ikea,DE,app,Spring,374.37,299.5,-20.0,20,Percentage Discount,2,599.0,310,0,100.0
2026-03-27,P1529,Home,Ikea,DE,app,Spring,374.37,336.93,-10.0,10,Percentage Discount,2,673.86,345,0,100.0
2026-03-28,P1529,Home,Ikea,DE,mobile,Spring,374.37,374.37,0.0,0,None,2,748.74,113,0,100.0
2026-03-29,P1529,Home,Ikea,DE,mobile,Spring,374.37,262.06,-30.0,30,Flash Sale,2,524.12,330,0,100.0
2026-03-30,P1529,Home,Ikea,DE,web,Spring,374.37,374.37,0.0,0,None,1,374.37,306,0,50.0
2026-03-31,P1529,Home,Ikea,DE,web,Spring,374.37,374.37,0.0,0,None,2,748.74,166,0,100.0
2026-01-01,P1529,Home,Ikea,IN,app,Winter,374.37,187.19,-50.0,50,Clearance,3,561.57,284,0,150.0
2026-01-02,P1529,Home,Ikea,IN,web,Winter,374.37,374.37,0.0,0,None,2,748.74,484,0,100.0
2026-01-03,P1529,Home,Ikea,IN,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,210,0,100.0
2026-01-04,P1529,Home,Ikea,IN,web,Winter,374.37,243.34,-35.0,35,Buy One Get One,3,730.02,307,0,150.0
2026-01-05,P1529,Home,Ikea,IN,app,Winter,374.37,374.37,0.0,0,None,2,748.74,117,0,100.0
2026-01-06,P1529,Home,Ikea,IN,mobile,Winter,374.37,262.06,-30.0,30,Flash Sale,3,786.18,337,0,150.0
2026-01-07,P1529,Home,Ikea,IN,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,140,0,100.0
2026-01-08,P1529,Home,Ikea,IN,app,Winter,374.37,374.37,0.0,0,None,2,748.74,205,0,100.0
2026-01-09,P1529,Home,Ikea,IN,web,Winter,374.37,374.37,0.0,0,None,2,748.74,178,0,100.0
2026-01-10,P1529,Home,Ikea,IN,web,Winter,374.37,374.37,0.0,0,None,2,748.74,340,0,100.0
2026-01-11,P1529,Home,Ikea,IN,app,Winter,374.37,299.5,-20.0,20,Flash Sale,3,898.5,215,0,150.0
2026-01-12,P1529,Home,Ikea,IN,app,Winter,374.37,374.37,0.0,0,None,2,748.74,416,0,100.0
2026-01-13,P1529,Home,Ikea,IN,web,Winter,374.37,374.37,0.0,0,None,2,748.74,314,0,100.0
2026-01-14,P1529,Home,Ikea,IN,mobile,Winter,374.37,262.06,-30.0,30,Percentage Discount,3,786.18,179,0,150.0
2026-01-15,P1529,Home,Ikea,IN,web,Winter,374.37,318.21,-15.0,15,Percentage Discount,2,636.42,443,0,100.0
2026-01-16,P1529,Home,Ikea,IN,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,261,0,100.0
2026-01-17,P1529,Home,Ikea,IN,web,Winter,374.37,374.37,0.0,0,None,2,748.74,351,0,100.0
2026-01-18,P1529,Home,Ikea,IN,mobile,Winter,374.37,374.37,0.0,0,None,1,374.37,271,0,50.0
2026-01-19,P1529,Home,Ikea,IN,app,Winter,374.37,374.37,0.0,0,None,3,1123.11,261,0,150.0
2026-01-20,P1529,Home,Ikea,IN,mobile,Winter,374.37,374.37,0.0,0,None,1,374.37,343,0,50.0
2026-01-21,P1529,Home,Ikea,IN,mobile,Winter,374.37,336.93,-10.0,10,Percentage Discount,1,336.93,316,0,50.0
2026-01-22,P1529,Home,Ikea,IN,mobile,Winter,374.37,224.62,-40.0,40,Flash Sale,2,449.24,172,0,100.0
2026-01-23,P1529,Home,Ikea,IN,web,Winter,374.37,374.37,0.0,0,None,2,748.74,283,0,100.0
2026-01-24,P1529,Home,Ikea,IN,mobile,Winter,374.37,243.34,-35.0,35,Buy One Get One,2,486.68,338,0,100.0
2026-01-25,P1529,Home,Ikea,IN,mobile,Winter,374.37,336.93,-10.0,10,Percentage Discount,2,673.86,338,0,100.0
2026-01-26,P1529,Home,Ikea,IN,app,Winter,374.37,262.06,-30.0,30,Percentage Discount,3,786.18,409,0,150.0
2026-01-27,P1529,Home,Ikea,IN,web,Winter,374.37,374.37,0.0,0,None,1,374.37,233,0,50.0
2026-01-28,P1529,Home,Ikea,IN,app,Winter,374.37,299.5,-20.0,20,Percentage Discount,3,898.5,301,0,150.0
2026-01-29,P1529,Home,Ikea,IN,web,Winter,374.37,374.37,0.0,0,None,1,374.37,362,0,50.0
2026-01-30,P1529,Home,Ikea,IN,app,Winter,374.37,299.5,-20.0,20,Percentage Discount,2,599.0,203,0,100.0
2026-01-31,P1529,Home,Ikea,IN,mobile,Winter,374.37,374.37,0.0,0,None,2,748.74,276,0,100.0
2026-02-01,P1529,Home,Ikea,IN,web,Winter,374.37,374.37,0.0,0,None,2,748.74,451,0,100.0
2026-02-02,P1529,Home,Ikea,IN,web,Winter,374.37,374.37,0.0,0,None,2,748.74,217,0,100.0
2026-02-03,P1529,Home,Ikea,IN,web,Winter,374.37,280.78,-25.0,25,Percentage Discount,1,280.78,338,0,50.0
2026-02-04,P1529,Home,Ikea,IN,app,Winter,374.37,374.37,0.0,0,None,1,374.37,286,0,50.0
2026-02-05,P1529,Home,Ikea,IN,app,Winter,374.37,299.5,-20.0,20,Flash Sale,2,599.0,145,0,100.0
